Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:965008


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
965008;1;01/12/2023;3;"6,8";"13,6";18;18;1;1;1;;;"0,8";"0,6";"0,6";"0,4";"0,6";"0,4";"0,4";"0,4";"0,4";"0,4";"0,4";"0,2";"0,2";"0,2";"0,2";"0,4";"0,2";"6,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
965008;1;01/11/2023;3;"42,6";"171,2";24;22;1;1;1;;;"0,2";"6,4";"0,8";"3,6";"0,0";"0,0";"0,0";"6,2";"0,0";"6,4";"29,0";"2,6";"0,0";"5,6";"0,2";"0,0";"0,0";"0,0";"2,6";"28,4";"9,4";"1,0";"0,2";"42,6";"2,8";"4,6";"11,0";"0,6";"1,2";"5,8";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
965008;1;01/10/2023;3;"108,4";"205,0";15;11;1;1;1;;;"0,0";"0,0";"0,0";"4,4";"0,0";"0,0";"0,0";"0,6";"0,0";"9,6";"0,0";"20,6";"0,2";"0,0";"108,4";"0,0";"0,0";"0,0";"0,0";"0,0";"3,8";"0,0";"0,0";"0,0";"0,0";"40,4";"16,0";"0,2";"0,8";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
965008;1;01/09/2023;3;"14,4";"18,8";29;2;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"14,4";"4,4";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
965008;1;01/08/2023;3;"9,0";"14,2";22;4;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"9,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,8";"0,2";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
965008;1;01/07/2023;3;"9,4";"11,4";12;2;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"9,4";"2,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
965008;1;01/06/2023;3;"22,8";"48,2";10;7;1;1;1;;;"0,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,2";"22,8";"0,2";"8,4";"5,2";"9,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
965008;1;01/05/2023;3;"71,4";"186,8";5;17;1;1;1;;;"0,0";"0,0";"0,6";"6,4";"71,4";"29,2";"7,2";"8,2";"15,6";"0,0";"0,0";"6,2";"0,2";"1,6";"0,2";"0,0";"0,0";"0,0";"0,0";"0,0";"1,8";"22,2";"0,4";"12,8";"1,6";"0,0";"1,2";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
965008;1;01/04/2023;3;"96,4";"334,2";6;23;1;1;1;;;"16,6";"12,8";"31,8";"0,2";"51,0";"96,4";"1,4";"14,2";"16,8";"0,0";"0,0";"13,0";"0,0";"0,2";"23,6";"5,2";"5,2";"1,2";"23,0";"1,2";"0,4";"0,0";"0,8";"5,0";"1,0";"0,6";"0,0";"12,6";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
965008;1;01/03/2023;3;"95,4";"428,0";10;24;1;1;1;;;"1,2";"1,4";"6,4";"15,8";"43,6";"0,0";"0,0";"0,0";"0,0";"95,4";"26,6";"0,0";"28,4";"2,4";"14,0";"18,2";"6,6";"12,6";"4,2";"30,4";"25,8";"4,4";"7,8";"13,6";"8,8";"34,2";"0,6";"0,0";"15,8";"9,8";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
965008;1;01/02/2023;3;"29,8";"107,4";27;17;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,6";"0,4";"13,0";"3,0";"8,8";"0,0";"1,2";"3,0";"3,0";"0,8";"0,2";"0,4";"5,2";"3,2";"18,2";"0,6";"0,0";"29,8";"12,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
965008;1;01/01/2023;3;"0,0";"0,0";1;0;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
