Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:349002


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
349002;1;01/01/2026;1;"50,9";"231,5";7;13;1;1;1;;0;"0,0";"0,0";"0,0";"10,9";"0,0";"0,0";"50,9";"2,9";"0,0";"0,0";"0,0";"20,3";"20,3";"0,0";"4,3";"0,0";"0,0";"20,3";"10,5";"0,0";"0,0";"40,5";"0,0";"9,5";"0,0";"30,5";"2,5";"8,1";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
349002;1;01/12/2025;1;"40,9";"112,3";5;7;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"40,9";"5,5";"0,0";"20,5";"10,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"20,3";"0,0";"0,0";"0,0";"0,0";"10,3";"4,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
349002;1;01/11/2025;1;"28,5";"61,6";28;4;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"10,5";"0,0";"0,0";"20,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"28,5";"0,0";"2,1";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
349002;1;01/10/2025;1;"0,0";"0,0";1;0;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
349002;1;01/09/2025;1;"0,0";"0,0";1;0;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
349002;1;01/08/2025;1;"20,3";"22,4";13;2;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"20,3";"0,0";"0,0";"0,0";"0,0";"2,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
349002;1;01/07/2025;1;"0,0";"0,0";1;0;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
349002;1;01/06/2025;1;"40,3";"92,0";12;9;1;1;1;;0;"0,0";"9,5";"0,0";"1,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"40,3";"20,1";"8,0";"1,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,7";"0,0";"4,5";"0,0";"4,7";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
349002;1;01/05/2025;1;"10,7";"51,2";11;11;1;1;1;;0;"0,0";"10,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,7";"10,7";"2,7";"2,5";"0,0";"2,3";"0,0";"1,7";"0,0";"0,0";"0,0";"0,0";"1,0";"10,0";"2,1";"0,0";"0,0";"0,0";"0,0";"0,0";"4,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
349002;1;01/04/2025;1;"30,7";"145,4";4;12;1;1;1;;0;"0,0";"2,7";"0,0";"30,7";"0,0";"0,0";"9,1";"0,0";"0,0";"0,0";"10,7";"0,0";"0,0";"0,0";"30,2";"0,0";"2,7";"0,0";"0,0";"4,3";"0,0";"0,0";"30,7";"3,4";"0,0";"3,5";"0,0";"6,7";"0,0";"10,7";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
349002;1;01/03/2025;1;"50,9";"338,0";10;20;1;1;1;;0;"0,0";"20,3";"30,3";"10,7";"40,4";"0,0";"10,0";"20,3";"10,3";"50,9";"0,0";"10,2";"20,3";"1,7";"0,0";"0,0";"50,5";"4,9";"0,0";"0,0";"0,0";"0,0";"10,7";"0,0";"4,1";"2,7";"10,0";"9,9";"10,7";"9,1";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
349002;1;01/02/2025;1;"60,3";"230,7";28;16;1;1;1;;0;"4,5";"0,0";"2,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,7";"4,3";"10,5";"1,7";"0,0";"10,7";"0,0";"39,5";"4,5";"9,5";"10,7";"20,0";"10,7";"30,7";"5,9";"60,3";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
349002;1;01/01/2025;1;"50,3";"305,3";10;21;1;1;1;;0;"3,9";"0,0";"10,0";"0,0";"5,0";"20,5";"30,5";"2,3";"2,0";"50,3";"0,0";"2,1";"20,0";"20,7";"0,0";"0,0";"11,1";"7,5";"0,0";"0,0";"30,2";"0,0";"0,0";"40,1";"1,0";"10,7";"10,1";"0,0";"10,5";"10,9";"5,9";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
349002;1;01/12/2024;1;"40,9";"115,4";16;11;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"5,0";"9,0";"0,0";"0,0";"0,0";"0,0";"10,0";"0,0";"0,0";"0,0";"10,0";"40,9";"0,0";"0,0";"6,9";"10,7";"0,0";"0,0";"0,0";"10,3";"4,7";"3,0";"0,0";"0,0";"4,9";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
349002;1;01/11/2024;1;"5,9";"7,0";15;2;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"5,9";"0,0";"0,0";"1,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
349002;1;01/10/2024;1;"3,7";"3,7";15;1;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
349002;1;01/09/2024;1;"0,0";"0,0";1;0;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
349002;1;01/08/2024;1;"10,9";"21,6";27;2;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"10,9";"10,7";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
349002;1;01/07/2024;1;"40,7";"61,2";8;2;1;1;1;;0;"20,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"40,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
349002;1;01/06/2024;1;"6,7";"11,2";24;2;1;1;1;;0;"4,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"6,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
349002;1;01/05/2024;1;"20,7";"70,7";27;10;1;1;1;;0;"5,5";"0,0";"6,3";"0,0";"6,7";"0,0";"6,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,3";"1,7";"0,0";"10,1";"0,0";"0,0";"7,0";"0,0";"0,0";"2,3";"0,0";"0,0";"20,7";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
