Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:965007


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
965007;1;01/04/2016;3;;;;;;;;;;"0,0";"0,0";"3,5";"0,0";"0,0";"1,0";"0,0";"60,0";"3,0";"0,0";"40,0";"0,0";"0,0";"0,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"5,0";"2,5";"146,0";;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;
965007;1;01/03/2016;3;"33,5";"97,0";15;4;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"1,0";"0,0";"0,0";"0,0";"0,0";"0,0";"31,0";"0,0";"0,0";"33,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"31,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
965007;1;01/02/2016;3;"8,5";"41,5";27;12;1;1;1;;;"2,0";"0,0";"6,0";"0,0";"0,0";"0,0";"1,0";"8,0";"0,0";"3,5";"4,0";"0,0";"0,0";"0,0";"0,0";"1,0";"3,5";"0,5";"0,5";"0,0";"0,0";"0,0";"3,0";"0,0";"0,0";"0,0";"8,5";"0,0";"0,0";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
965007;1;01/01/2016;3;"134,0";"528,0";18;18;1;1;1;;;"40,0";"13,5";"0,0";"0,0";"0,0";"94,5";"47,5";"10,0";"22,0";"15,0";"0,0";"0,0";"8,5";"5,5";"12,0";"0,0";"33,0";"134,0";"13,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,0";"0,0";"1,0";"60,5";"13,5";"1,5";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
965007;1;01/12/2015;3;"75,5";"243,5";20;17;1;1;1;;;"0,5";"0,0";"5,0";"0,0";"11,0";"14,0";"35,0";"0,0";"4,0";"0,0";"0,0";"0,0";"0,0";"1,5";"1,5";"0,5";"0,0";"17,5";"0,5";"75,5";"0,5";"0,0";"26,0";"44,5";"0,5";"5,5";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
965007;1;01/11/2015;3;"14,0";"44,0";27;15;1;1;1;;;"1,5";"1,5";"0,25";"1,0";"1,0";"0,75";"0,0";"0,0";"0,0";"3,5";"1,5";"0,0";"0,0";"0,0";"1,75";"0,75";"0,0";"0,0";"0,0";"0,0";"0,0";"2,5";"0,0";"0,0";"0,0";"8,5";"14,0";"0,0";"2,0";"3,5";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
965007;1;01/10/2015;3;"4,0";"8,75";10;5;1;1;1;;;"0,25";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,25";"0,25";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
965007;1;01/09/2015;3;"5,25";"16,75";24;6;1;1;1;;;"0,0";"0,0";"2,0";"0,0";"4,0";"0,0";"0,25";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"5,25";"0,25";"0,0";"0,0";"0,0";"0,0";"5,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
965007;1;01/08/2015;3;"4,25";"8,5";31;3;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,75";"0,0";"0,0";"0,0";"0,0";"4,25";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
965007;1;01/07/2015;3;"1,25";"1,5";21;2;1;1;1;;;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,25";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,25";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
